id	type	blob
Chapter2/Definition2.8.4	definition	blobs/Chapter2/Definition2.8.4.md
Chapter2/Remark2.8.5	remark	blobs/Chapter2/Remark2.8.5.md
Chapter2/Remark2.8.7	remark	blobs/Chapter2/Remark2.8.7.md
Chapter2/Definition2.8.8	definition	blobs/Chapter2/Definition2.8.8.md
Chapter2/Definition2.8.9	definition	blobs/Chapter2/Definition2.8.9.md
Chapter2/Definition2.8.10	definition	blobs/Chapter2/Definition2.8.10.md
Chapter2/Definition2.9.1	definition	blobs/Chapter2/Definition2.9.1.md
Chapter2/Example2.9.2	example	blobs/Chapter2/Example2.9.2.md
Chapter2/Example2.9.2_continued	example	blobs/Chapter2/Example2.9.2_continued.md
Chapter2/Remark2.9.3	remark	blobs/Chapter2/Remark2.9.3.md
Chapter2/Remark2.9.4	remark	blobs/Chapter2/Remark2.9.4.md
Chapter2/Definition2.9.6	definition	blobs/Chapter2/Definition2.9.6.md
Chapter2/Definition2.9.7	definition	blobs/Chapter2/Definition2.9.7.md
Chapter2/Example2.9.8	example	blobs/Chapter2/Example2.9.8.md
Chapter2/Definition2.9.9	definition	blobs/Chapter2/Definition2.9.9.md
Chapter2/Remark2.9.10	remark	blobs/Chapter2/Remark2.9.10.md
Chapter2/Example2.9.12	example	blobs/Chapter2/Example2.9.12.md
Chapter2/Example2.9.13	example	blobs/Chapter2/Example2.9.13.md
Chapter2/Remark2.9.14	remark	blobs/Chapter2/Remark2.9.14.md
Chapter2/Definition2.11.1	definition	blobs/Chapter2/Definition2.11.1.md
Chapter2/Remark2.11.4	remark	blobs/Chapter2/Remark2.11.4.md
Chapter2/Definition2.12.1	definition	blobs/Chapter2/Definition2.12.1.md
Chapter2/Definition2.14.1	definition	blobs/Chapter2/Definition2.14.1.md
Chapter2/Definition2.14.2	definition	blobs/Chapter2/Definition2.14.2.md
Chapter3/Definition3.1.1	definition	blobs/Chapter3/Definition3.1.1.md
Chapter3/Example3.1.2	example	blobs/Chapter3/Example3.1.2.md
Chapter3/Proposition3.1.4	proposition	blobs/Chapter3/Proposition3.1.4.md
Chapter3/Remark3.1.5	remark	blobs/Chapter3/Remark3.1.5.md
Chapter3/Lemma3.1.6	lemma	blobs/Chapter3/Lemma3.1.6.md
Chapter3/Corollary3.2.1	corollary	blobs/Chapter3/Corollary3.2.1.md
Chapter3/Theorem3.2.2	theorem	blobs/Chapter3/Theorem3.2.2.md
Chapter3/Theorem3.3.1	theorem	blobs/Chapter3/Theorem3.3.1.md
Chapter3/Definition3.3.2	definition	blobs/Chapter3/Definition3.3.2.md
Chapter3/Remark3.3.4	remark	blobs/Chapter3/Remark3.3.4.md
Chapter3/Definition3.4.1	definition	blobs/Chapter3/Definition3.4.1.md
Chapter3/Lemma3.4.2	lemma	blobs/Chapter3/Lemma3.4.2.md
Chapter3/Definition3.5.1	definition	blobs/Chapter3/Definition3.5.1.md
Chapter3/Proposition3.5.2	proposition	blobs/Chapter3/Proposition3.5.2.md
Chapter3/Proposition3.5.3	proposition	blobs/Chapter3/Proposition3.5.3.md
Chapter3/Theorem3.5.4	theorem	blobs/Chapter3/Theorem3.5.4.md
Chapter3/Corollary3.5.5	corollary	blobs/Chapter3/Corollary3.5.5.md
Chapter3/Example3.5.6	example	blobs/Chapter3/Example3.5.6.md
Chapter3/Definition3.5.7	definition	blobs/Chapter3/Definition3.5.7.md
Chapter3/Proposition3.5.8	proposition	blobs/Chapter3/Proposition3.5.8.md
Chapter3/Theorem3.6.2	theorem	blobs/Chapter3/Theorem3.6.2.md
Chapter3/Theorem3.7.1	theorem	blobs/Chapter3/Theorem3.7.1.md
Chapter3/Theorem3.8.1	theorem	blobs/Chapter3/Theorem3.8.1.md
Chapter3/Lemma3.8.2	lemma	blobs/Chapter3/Lemma3.8.2.md
Chapter3/Remark3.8.6	remark	blobs/Chapter3/Remark3.8.6.md
Chapter3/Theorem3.10.2	theorem	blobs/Chapter3/Theorem3.10.2.md
Chapter3/Remark3.10.3	remark	blobs/Chapter3/Remark3.10.3.md
Chapter4/Theorem4.1.1	theorem	blobs/Chapter4/Theorem4.1.1.md
Chapter4/Proposition4.1.2	proposition	blobs/Chapter4/Proposition4.1.2.md
Chapter4/Example4.1.3	example	blobs/Chapter4/Example4.1.3.md
Chapter4/Theorem4.2.1	theorem	blobs/Chapter4/Theorem4.2.1.md
Chapter4/Corollary4.2.2	corollary	blobs/Chapter4/Corollary4.2.2.md
Chapter4/Corollary4.2.4	corollary	blobs/Chapter4/Corollary4.2.4.md
Chapter4/Example4.3_FiniteAbelianGroups	example	blobs/Chapter4/Example4.3_FiniteAbelianGroups.md
Chapter4/Example4.3_S3	example	blobs/Chapter4/Example4.3_S3.md
Chapter4/Example4.3_Q8	example	blobs/Chapter4/Example4.3_Q8.md
Chapter4/Example4.3_S4	example	blobs/Chapter4/Example4.3_S4.md
Chapter4/Theorem4.5.1	theorem	blobs/Chapter4/Theorem4.5.1.md
Chapter4/Theorem4.5.4	theorem	blobs/Chapter4/Theorem4.5.4.md
Chapter4/Remark4.5.5	remark	blobs/Chapter4/Remark4.5.5.md
Chapter4/Definition4.6.1	definition	blobs/Chapter4/Definition4.6.1.md
Chapter4/Theorem4.6.2	theorem	blobs/Chapter4/Theorem4.6.2.md
Chapter4/Theorem4.6.3	theorem	blobs/Chapter4/Theorem4.6.3.md
Chapter4/Remark4.6.4	remark	blobs/Chapter4/Remark4.6.4.md
Chapter4/Proposition4.7.1	proposition	blobs/Chapter4/Proposition4.7.1.md
Chapter4/Example4.8.1	example	blobs/Chapter4/Example4.8.1.md
Chapter4/Example4.9.1	example	blobs/Chapter4/Example4.9.1.md
Chapter4/Definition4.10.1	definition	blobs/Chapter4/Definition4.10.1.md
Chapter4/Theorem4.10.2	theorem	blobs/Chapter4/Theorem4.10.2.md
Chapter4/Lemma4.10.3	lemma	blobs/Chapter4/Lemma4.10.3.md
Chapter5/Definition5.1.1	definition	blobs/Chapter5/Definition5.1.1.md
Chapter5/Definition5.1.4	definition	blobs/Chapter5/Definition5.1.4.md
Chapter5/Theorem5.1.5	theorem	blobs/Chapter5/Theorem5.1.5.md
Chapter5/Corollary5.1.6	corollary	blobs/Chapter5/Corollary5.1.6.md
Chapter5/Definition5.2.1	definition	blobs/Chapter5/Definition5.2.1.md
Chapter5/Definition5.2.2	definition	blobs/Chapter5/Definition5.2.2.md
Chapter5/Proposition5.2.3	proposition	blobs/Chapter5/Proposition5.2.3.md
Chapter5/Proposition5.2.4	proposition	blobs/Chapter5/Proposition5.2.4.md
Chapter5/Proposition5.2.5	proposition	blobs/Chapter5/Proposition5.2.5.md
Chapter5/Lemma5.2.6	lemma	blobs/Chapter5/Lemma5.2.6.md
Chapter5/Remark5.2.8	remark	blobs/Chapter5/Remark5.2.8.md
Chapter5/Theorem5.3.1	theorem	blobs/Chapter5/Theorem5.3.1.md
Chapter5/Proposition5.3.2	proposition	blobs/Chapter5/Proposition5.3.2.md
Chapter5/Definition5.4.1	definition	blobs/Chapter5/Definition5.4.1.md
Chapter5/Remark5.4.2	remark	blobs/Chapter5/Remark5.4.2.md
Chapter5/Theorem5.4.3	theorem	blobs/Chapter5/Theorem5.4.3.md
Chapter5/Theorem5.4.4	theorem	blobs/Chapter5/Theorem5.4.4.md
Chapter5/Lemma5.4.5	lemma	blobs/Chapter5/Lemma5.4.5.md
Chapter5/Theorem5.4.6	theorem	blobs/Chapter5/Theorem5.4.6.md
Chapter5/Lemma5.4.7	lemma	blobs/Chapter5/Lemma5.4.7.md
Chapter5/Theorem5.6.1	theorem	blobs/Chapter5/Theorem5.6.1.md
Chapter5/Definition5.7.1	definition	blobs/Chapter5/Definition5.7.1.md
Chapter5/Lemma5.7.2	lemma	blobs/Chapter5/Lemma5.7.2.md
Chapter5/Definition5.8.1	definition	blobs/Chapter5/Definition5.8.1.md
Chapter5/Remark5.8.2	remark	blobs/Chapter5/Remark5.8.2.md
Chapter5/Remark5.8.3	remark	blobs/Chapter5/Remark5.8.3.md
Chapter5/Remark5.9.2	remark	blobs/Chapter5/Remark5.9.2.md
Chapter5/Theorem5.10.1	theorem	blobs/Chapter5/Theorem5.10.1.md
Chapter5/Definition5.12.1	definition	blobs/Chapter5/Definition5.12.1.md
Chapter5/Theorem5.12.2	theorem	blobs/Chapter5/Theorem5.12.2.md
Chapter5/Example5.12.3	example	blobs/Chapter5/Example5.12.3.md
Chapter5/Corollary5.12.4	corollary	blobs/Chapter5/Corollary5.12.4.md
Chapter5/Lemma5.13.1	lemma	blobs/Chapter5/Lemma5.13.1.md
Chapter5/Lemma5.13.2	lemma	blobs/Chapter5/Lemma5.13.2.md
Chapter5/Lemma5.13.3	lemma	blobs/Chapter5/Lemma5.13.3.md
Chapter5/Lemma5.13.4	lemma	blobs/Chapter5/Lemma5.13.4.md
Chapter5/Proposition5.14.1	proposition	blobs/Chapter5/Proposition5.14.1.md
Chapter5/Definition5.14.2	definition	blobs/Chapter5/Definition5.14.2.md
Chapter5/Theorem5.14.3	theorem	blobs/Chapter5/Theorem5.14.3.md
Chapter5/Theorem5.15.1	theorem	blobs/Chapter5/Theorem5.15.1.md
Chapter5/Remark5.15.2	remark	blobs/Chapter5/Remark5.15.2.md
Chapter5/Lemma5.15.3	lemma	blobs/Chapter5/Lemma5.15.3.md
Chapter5/Corollary5.15.4	corollary	blobs/Chapter5/Corollary5.15.4.md
Chapter5/Remark5.15.5	remark	blobs/Chapter5/Remark5.15.5.md
Chapter5/Theorem5.17.1	theorem	blobs/Chapter5/Theorem5.17.1.md
Chapter5/Theorem5.18.1	theorem	blobs/Chapter5/Theorem5.18.1.md
Chapter5/Theorem5.18.2	theorem	blobs/Chapter5/Theorem5.18.2.md
Chapter5/Lemma5.18.3	lemma	blobs/Chapter5/Lemma5.18.3.md
Chapter5/Theorem5.18.4	theorem	blobs/Chapter5/Theorem5.18.4.md
Chapter5/Proposition5.19.1	proposition	blobs/Chapter5/Proposition5.19.1.md
Chapter5/Corollary5.19.2	corollary	blobs/Chapter5/Corollary5.19.2.md
Chapter5/Example5.19.3	example	blobs/Chapter5/Example5.19.3.md
Chapter5/Proposition5.21.1	proposition	blobs/Chapter5/Proposition5.21.1.md
Chapter5/Proposition5.21.2	proposition	blobs/Chapter5/Proposition5.21.2.md
Chapter5/Theorem5.22.1	theorem	blobs/Chapter5/Theorem5.22.1.md
Chapter5/Definition5.23.1	definition	blobs/Chapter5/Definition5.23.1.md
Chapter5/Theorem5.23.2	theorem	blobs/Chapter5/Theorem5.23.2.md
Chapter5/Remark5.23.3	remark	blobs/Chapter5/Remark5.23.3.md
Chapter5/Proposition5.25.1	proposition	blobs/Chapter5/Proposition5.25.1.md
Chapter5/Theorem5.25.2	theorem	blobs/Chapter5/Theorem5.25.2.md
Chapter5/Lemma5.25.3	lemma	blobs/Chapter5/Lemma5.25.3.md
Chapter5/Theorem5.26.1	theorem	blobs/Chapter5/Theorem5.26.1.md
Chapter5/Remark5.26.2	remark	blobs/Chapter5/Remark5.26.2.md
Chapter5/Corollary5.26.3	corollary	blobs/Chapter5/Corollary5.26.3.md
Chapter5/Theorem5.27.1	theorem	blobs/Chapter5/Theorem5.27.1.md
Chapter6/Definition6.1.4	definition	blobs/Chapter6/Definition6.1.4.md
Chapter6/Theorem_Dynkin_classification	theorem	blobs/Chapter6/Theorem_Dynkin_classification.md
Chapter6/Problem6.1.5_theorem	theorem	blobs/Chapter6/Problem6.1.5_theorem.md
Chapter6/Remark6.2.1	remark	blobs/Chapter6/Remark6.2.1.md
Chapter6/Example6.2.2	example	blobs/Chapter6/Example6.2.2.md
Chapter6/Example6.2.3	example	blobs/Chapter6/Example6.2.3.md
Chapter6/Example6.2.4	example	blobs/Chapter6/Example6.2.4.md
Chapter6/Example6.3.1	example	blobs/Chapter6/Example6.3.1.md
Chapter6/Definition6.4.1	definition	blobs/Chapter6/Definition6.4.1.md
Chapter6/Lemma6.4.2	lemma	blobs/Chapter6/Lemma6.4.2.md
Chapter6/Definition6.4.3	definition	blobs/Chapter6/Definition6.4.3.md
Chapter6/Remark6.4.4	remark	blobs/Chapter6/Remark6.4.4.md
Chapter6/Definition6.4.5	definition	blobs/Chapter6/Definition6.4.5.md
Chapter6/Lemma6.4.6	lemma	blobs/Chapter6/Lemma6.4.6.md
Chapter6/Definition6.4.7	definition	blobs/Chapter6/Definition6.4.7.md
Chapter6/Remark6.4.8	remark	blobs/Chapter6/Remark6.4.8.md
Chapter6/Example6.4.9	example	blobs/Chapter6/Example6.4.9.md
Chapter6/Definition6.4.10	definition	blobs/Chapter6/Definition6.4.10.md
Chapter6/Remark6.4.11	remark	blobs/Chapter6/Remark6.4.11.md
Chapter6/Definition6.5.1	definition	blobs/Chapter6/Definition6.5.1.md
Chapter6/Theorem6.5.2	theorem	blobs/Chapter6/Theorem6.5.2.md
Chapter6/Definition6.6.1	definition	blobs/Chapter6/Definition6.6.1.md
Chapter6/Definition6.6.2	definition	blobs/Chapter6/Definition6.6.2.md
Chapter6/Definition6.6.3	definition	blobs/Chapter6/Definition6.6.3.md
Chapter6/Definition6.6.4	definition	blobs/Chapter6/Definition6.6.4.md
Chapter6/Proposition6.6.5	proposition	blobs/Chapter6/Proposition6.6.5.md
Chapter6/Proposition6.6.6	proposition	blobs/Chapter6/Proposition6.6.6.md
Chapter6/Proposition6.6.7	proposition	blobs/Chapter6/Proposition6.6.7.md
Chapter6/Proposition6.6.8	proposition	blobs/Chapter6/Proposition6.6.8.md
Chapter6/Definition6.7.1	definition	blobs/Chapter6/Definition6.7.1.md
Chapter6/Lemma6.7.2	lemma	blobs/Chapter6/Lemma6.7.2.md
Chapter6/Theorem6.8.1	theorem	blobs/Chapter6/Theorem6.8.1.md
Chapter6/Corollary6.8.2	corollary	blobs/Chapter6/Corollary6.8.2.md
Chapter6/Corollary6.8.3	corollary	blobs/Chapter6/Corollary6.8.3.md
Chapter6/Corollary6.8.4	corollary	blobs/Chapter6/Corollary6.8.4.md
Chapter6/Example6.8.5	example	blobs/Chapter6/Example6.8.5.md
Chapter7/Definition7.1.1	definition	blobs/Chapter7/Definition7.1.1.md
Chapter7/Remark7.1.2	remark	blobs/Chapter7/Remark7.1.2.md
Chapter7/Example7.1.3	example	blobs/Chapter7/Example7.1.3.md
Chapter7/Definition7.1.4	definition	blobs/Chapter7/Definition7.1.4.md
Chapter7/Example7.1.5	example	blobs/Chapter7/Example7.1.5.md
Chapter7/Example7.1.6	example	blobs/Chapter7/Example7.1.6.md
Chapter7/Definition7.2.1	definition	blobs/Chapter7/Definition7.2.1.md
Chapter7/Example7.2.2	example	blobs/Chapter7/Example7.2.2.md
Chapter7/Definition7.3.1	definition	blobs/Chapter7/Definition7.3.1.md
Chapter7/Example7.3.2	example	blobs/Chapter7/Example7.3.2.md
Chapter7/Definition7.4.1	definition	blobs/Chapter7/Definition7.4.1.md
Chapter7/Lemma7.5.1	lemma	blobs/Chapter7/Lemma7.5.1.md
Chapter7/Remark7.5.2	remark	blobs/Chapter7/Remark7.5.2.md
Chapter7/Example7.5.3	example	blobs/Chapter7/Example7.5.3.md
Chapter7/Definition7.6.1	definition	blobs/Chapter7/Definition7.6.1.md
Chapter7/Remark7.6.2	remark	blobs/Chapter7/Remark7.6.2.md
Chapter7/Example7.6.3	example	blobs/Chapter7/Example7.6.3.md
Chapter7/Definition7.7.1	definition	blobs/Chapter7/Definition7.7.1.md
Chapter7/Example7.7.2	example	blobs/Chapter7/Example7.7.2.md
Chapter7/Remark7.7.4	remark	blobs/Chapter7/Remark7.7.4.md
Chapter7/Definition7.8.1	definition	blobs/Chapter7/Definition7.8.1.md
Chapter7/Definition7.8.2	definition	blobs/Chapter7/Definition7.8.2.md
Chapter7/Example7.8.3	example	blobs/Chapter7/Example7.8.3.md
Chapter7/Definition7.8.6	definition	blobs/Chapter7/Definition7.8.6.md
Chapter7/Definition7.9.1	definition	blobs/Chapter7/Definition7.9.1.md
Chapter7/Example7.9.2	example	blobs/Chapter7/Example7.9.2.md
Chapter7/Definition7.9.3	definition	blobs/Chapter7/Definition7.9.3.md
Chapter7/Definition7.9.4	definition	blobs/Chapter7/Definition7.9.4.md
Chapter7/Example7.9.5	example	blobs/Chapter7/Example7.9.5.md
Chapter7/Example7.9.6	example	blobs/Chapter7/Example7.9.6.md
Chapter8/Theorem8.1.1	theorem	blobs/Chapter8/Theorem8.1.1.md
Chapter8/Definition8.1.2	definition	blobs/Chapter8/Definition8.1.2.md
Chapter8/Theorem8.1.5	theorem	blobs/Chapter8/Theorem8.1.5.md
Chapter8/Definition8.1.6	definition	blobs/Chapter8/Definition8.1.6.md
Chapter8/Example8.1.7	example	blobs/Chapter8/Example8.1.7.md
Chapter8/Definition8.1.8	definition	blobs/Chapter8/Definition8.1.8.md
Chapter8/Definition8.2.1	definition	blobs/Chapter8/Definition8.2.1.md
Chapter8/Definition8.2.3	definition	blobs/Chapter8/Definition8.2.3.md
Chapter8/Definition8.2.4	definition	blobs/Chapter8/Definition8.2.4.md
Chapter9/Proposition9.1.1	proposition	blobs/Chapter9/Proposition9.1.1.md
Chapter9/Definition9.1.2	definition	blobs/Chapter9/Definition9.1.2.md
Chapter9/Corollary9.1.3	corollary	blobs/Chapter9/Corollary9.1.3.md
Chapter9/Theorem9.2.1	theorem	blobs/Chapter9/Theorem9.2.1.md
Chapter9/Definition9.2.2	definition	blobs/Chapter9/Definition9.2.2.md
Chapter9/Proposition9.2.3	proposition	blobs/Chapter9/Proposition9.2.3.md
Chapter9/Definition9.3.1	definition	blobs/Chapter9/Definition9.3.1.md
Chapter9/Definition9.4.1	definition	blobs/Chapter9/Definition9.4.1.md
Chapter9/Definition9.4.3	definition	blobs/Chapter9/Definition9.4.3.md
Chapter9/Example9.4.4	example	blobs/Chapter9/Example9.4.4.md
Chapter9/Definition9.5.1	definition	blobs/Chapter9/Definition9.5.1.md
Chapter9/Example9.5.2	example	blobs/Chapter9/Example9.5.2.md
Chapter9/Definition9.6.1	definition	blobs/Chapter9/Definition9.6.1.md
Chapter9/Definition9.6.2	definition	blobs/Chapter9/Definition9.6.2.md
Chapter9/Theorem9.6.4	theorem	blobs/Chapter9/Theorem9.6.4.md
Chapter9/Definition9.7.1	definition	blobs/Chapter9/Definition9.7.1.md
Chapter9/Definition9.7.2	definition	blobs/Chapter9/Definition9.7.2.md
Chapter9/Corollary9.7.3	corollary	blobs/Chapter9/Corollary9.7.3.md
